time@s;hal.CNT_diag2_pc@%;ap.temp_PCB@C;ap.temp_EXT@C;pm.vsi_DC@%;pm.lu_iD@A;pm.lu_iQ@A;pm.lu_wS_kmh@km/h;pm.lu_mq_load@Nm;pm.const_fb_U@V;pm.watt_drain_wA@A;pm.watt_consumed_Wh@Wh;pm.watt_reverted_Wh@Wh;pm.kalman_bias_Q@V;pm.watt_drain_wP@W;pm.watt_traveled_km@km;pm.watt_fuel_gauge@%;
176.8030;68.6;46.0;37.9;15.96;-0.220;53.701;12.3;2.494;48.200;7.636;27011718.750;NaN;NaN;368.1;3.118;NaN;
176.8530;66.9;46.0;37.9;17.00;-0.624;59.181;12.5;4.621;48.135;8.539;27011718.750;NaN;NaN;411.0;3.118;NaN;
176.9031;68.4;45.9;38.0;16.81;-0.764;62.954;12.0;6.695;48.113;8.827;27011718.750;NaN;NaN;424.7;3.118;NaN;
176.9531;68.2;45.9;38.0;17.36;-0.302;63.184;12.9;7.122;47.982;9.469;27011718.750;NaN;NaN;454.4;3.119;NaN;
177.0031;67.3;45.9;38.1;17.69;-0.673;62.639;13.0;7.645;48.048;9.410;27011718.750;NaN;NaN;452.1;3.119;NaN;
177.0531;67.7;45.9;38.1;17.06;-0.396;64.269;12.9;8.112;48.004;9.845;27011718.750;NaN;NaN;472.6;3.119;NaN;
177.1031;68.6;45.9;38.1;16.66;0.045;62.851;12.0;9.048;48.004;9.195;27011718.750;NaN;NaN;441.4;3.120;NaN;
177.1531;68.1;45.9;38.1;17.39;0.060;60.484;12.3;8.800;48.026;8.915;27011718.750;NaN;NaN;428.1;3.120;NaN;
177.2032;67.2;45.9;38.2;17.07;0.786;39.471;12.6;7.721;48.309;5.724;27011718.750;NaN;NaN;276.5;3.120;NaN;
177.2532;68.1;45.9;38.2;16.14;0.438;19.839;12.6;5.727;48.549;2.709;27011718.750;NaN;NaN;131.5;3.120;NaN;
177.3032;67.9;45.9;38.1;14.12;0.215;0.427;11.6;4.602;48.811;0.065;27011718.750;NaN;NaN;3.1;3.120;NaN;
177.3532;67.7;45.9;38.1;14.21;-0.744;0.120;12.3;2.279;48.832;0.025;27011718.750;NaN;NaN;1.2;3.120;NaN;
177.4032;67.7;45.9;38.2;15.17;-0.402;1.689;12.9;0.891;48.789;0.224;27011718.750;NaN;NaN;10.9;3.120;NaN;
177.4532;68.5;45.9;38.2;17.20;-0.148;39.123;12.5;2.052;48.353;5.723;27011718.750;NaN;NaN;276.7;3.121;NaN;
177.5032;68.1;46.0;38.0;19.53;1.001;85.882;13.2;5.160;47.590;13.845;27011718.750;NaN;NaN;658.9;3.121;NaN;
177.5532;67.6;46.0;38.0;19.06;0.355;93.729;13.0;8.912;47.416;15.400;27011718.750;NaN;NaN;730.2;3.121;NaN;
177.6033;67.6;46.0;38.1;21.13;-0.763;94.250;15.1;9.570;47.372;17.085;27011718.750;NaN;NaN;809.3;3.121;NaN;
177.6533;67.2;46.0;38.1;19.73;0.466;75.780;14.1;10.735;47.699;12.744;27011718.750;NaN;NaN;607.9;3.121;NaN;
177.7033;66.8;46.0;38.0;19.48;0.191;72.379;13.6;10.912;47.786;11.869;27011718.750;NaN;NaN;567.2;3.121;NaN;
177.7533;67.6;46.0;38.0;19.46;0.717;60.162;13.9;10.068;47.939;9.937;27011718.750;NaN;NaN;476.4;3.121;NaN;
177.8033;67.2;46.0;38.0;19.20;-0.493;58.653;14.4;8.953;47.982;9.642;27011718.750;NaN;NaN;462.6;3.122;NaN;
177.8533;68.0;46.0;38.0;18.63;-0.278;58.661;13.8;8.966;47.982;9.296;27011718.750;NaN;NaN;446.0;3.122;NaN;
177.9034;68.1;46.0;38.0;18.55;0.923;58.473;13.9;8.714;47.939;9.485;27011718.750;NaN;NaN;454.7;3.122;NaN;
177.9534;68.5;46.0;38.0;17.91;-0.050;36.324;14.1;7.606;48.266;5.755;27011718.750;NaN;NaN;277.8;3.123;NaN;
178.0034;68.1;46.0;38.1;18.85;0.350;36.671;14.2;6.477;48.266;5.889;27011718.750;NaN;NaN;284.2;3.123;NaN;
178.0534;68.5;46.0;38.1;18.87;0.076;35.251;14.5;5.731;48.288;5.760;27011718.750;NaN;NaN;278.2;3.123;NaN;
178.1034;68.5;46.0;38.2;18.72;-0.213;31.897;14.2;5.592;48.331;5.103;27011718.750;NaN;NaN;246.6;3.123;NaN;
178.1534;68.5;46.0;38.2;17.83;0.067;22.012;14.1;4.973;48.462;3.427;27011718.750;NaN;NaN;166.1;3.123;NaN;
178.2035;68.1;46.0;38.2;17.70;0.219;7.293;14.3;3.380;48.680;1.110;27011718.750;NaN;NaN;54.0;3.123;NaN;
178.2535;68.5;46.0;38.2;17.55;0.307;6.699;14.3;2.300;48.680;1.011;27011718.750;NaN;NaN;49.2;3.124;NaN;
178.3035;68.6;46.0;38.2;16.63;-0.270;-0.227;14.3;1.502;48.789;0.011;27011718.750;NaN;NaN;0.5;3.124;NaN;
178.3535;68.6;46.0;38.2;16.38;0.063;0.044;14.0;1.124;48.789;0.026;27011718.750;NaN;NaN;1.3;3.124;NaN;
178.4035;68.6;46.0;38.3;17.30;-0.227;-0.251;14.8;0.202;48.789;0.004;27011718.750;NaN;NaN;0.2;3.124;NaN;
178.4535;68.6;46.0;38.3;16.48;-0.230;-0.258;14.2;0.483;48.811;0.007;27011718.750;NaN;NaN;0.4;3.124;NaN;
178.5035;68.5;46.0;38.3;17.90;0.224;8.182;14.5;0.368;48.680;1.273;27011718.750;NaN;NaN;61.9;3.124;NaN;
178.5536;68.5;46.0;38.3;18.35;0.031;25.860;14.4;1.645;48.462;4.117;27011718.750;NaN;NaN;199.5;3.125;NaN;
178.6036;68.5;46.0;38.3;18.43;1.028;26.730;14.4;2.659;48.440;4.252;27011718.750;NaN;NaN;206.0;3.125;NaN;
178.6536;68.1;46.0;38.3;18.83;-0.157;26.971;14.9;2.893;48.440;4.364;27011718.750;NaN;NaN;211.4;3.125;NaN;
178.7036;67.6;46.0;38.1;19.84;-0.672;38.444;15.7;2.935;48.266;6.603;27011718.750;NaN;NaN;318.7;3.126;NaN;
178.7536;67.6;46.0;38.1;19.88;0.569;53.787;15.0;5.212;48.004;9.386;27011718.750;NaN;NaN;450.5;3.126;NaN;
178.8036;66.9;46.0;38.2;21.44;0.142;53.787;15.7;5.889;47.961;9.691;27011718.750;NaN;NaN;464.8;3.126;NaN;
178.8537;67.6;46.0;38.2;21.61;-1.022;51.714;16.3;6.021;48.004;9.494;27011718.750;NaN;NaN;455.8;3.126;NaN;
178.9037;67.8;46.0;38.1;20.38;0.049;51.952;14.9;7.410;47.982;8.955;27011718.750;NaN;NaN;429.7;3.126;NaN;
178.9537;68.6;46.0;38.1;19.96;-0.075;52.602;15.7;7.006;47.982;9.255;27011718.750;NaN;NaN;444.1;3.126;NaN;
179.0037;68.1;46.0;37.9;20.61;0.314;52.115;15.4;7.459;47.982;9.258;27011718.750;NaN;NaN;444.2;3.127;NaN;
179.0537;68.1;46.0;37.9;20.84;0.107;45.549;16.1;6.879;48.070;8.166;27011718.750;NaN;NaN;392.5;3.127;NaN;
179.1037;67.2;46.0;38.0;19.77;0.560;18.417;15.6;5.554;48.505;3.136;27011718.750;NaN;NaN;152.1;3.127;NaN;
179.1537;66.9;46.0;38.0;20.18;-0.145;21.205;16.1;3.994;48.462;3.662;27011718.750;NaN;NaN;177.5;3.127;NaN;
179.2037;67.2;46.0;37.9;20.45;0.106;20.254;15.4;4.024;48.484;3.477;27011718.750;NaN;NaN;168.6;3.127;NaN;
179.2538;68.6;46.0;37.9;19.77;-0.815;25.940;16.4;3.155;48.396;4.541;27011718.750;NaN;NaN;219.8;3.128;NaN;
179.3038;68.5;46.0;38.0;19.82;0.284;17.698;15.7;3.443;48.505;3.026;27011718.750;NaN;NaN;146.8;3.128;NaN;
179.3538;67.7;46.0;38.0;18.32;0.623;-0.129;15.9;2.153;48.767;0.030;27011718.750;NaN;NaN;1.5;3.128;NaN;
179.4038;67.3;46.0;38.0;17.92;-0.148;-0.139;15.3;1.565;48.789;0.020;27011718.750;NaN;NaN;1.0;3.129;NaN;
179.4538;67.3;46.0;38.0;17.34;1.087;0.265;15.4;0.938;48.789;0.012;27011718.750;NaN;NaN;0.6;3.129;NaN;
179.5038;67.9;46.0;38.1;19.30;0.132;-0.632;15.8;0.356;48.789;0.002;27011718.750;NaN;NaN;0.1;3.129;NaN;
179.5539;68.7;46.0;38.1;17.31;0.027;0.239;15.7;0.268;48.789;0.014;27011718.750;NaN;NaN;0.7;3.129;NaN;
179.6039;68.6;46.0;38.2;17.92;0.595;-0.198;15.4;0.332;48.811;0.001;27011718.750;NaN;NaN;0.1;3.129;NaN;
179.6539;68.1;46.0;38.2;16.97;0.188;0.424;15.7;0.110;48.811;0.002;27011718.750;NaN;NaN;0.1;3.130;NaN;
179.7039;67.7;46.0;38.1;17.36;-0.203;0.299;15.6;0.129;48.811;-0.007;27011718.750;NaN;NaN;-0.3;3.130;NaN;
179.7539;68.2;46.0;38.1;17.62;-0.034;0.122;15.6;0.138;48.832;-0.001;27011718.750;NaN;NaN;-0.1;3.130;NaN;
179.8039;68.3;46.0;38.2;19.00;0.236;-0.324;15.9;-0.069;48.811;-0.008;27011718.750;NaN;NaN;-0.4;3.130;NaN;
179.8539;69.0;46.0;38.2;18.93;-0.389;-0.312;16.2;-0.271;48.811;-0.003;27011718.750;NaN;NaN;-0.1;3.130;NaN;
179.9040;68.6;46.0;38.3;17.33;-0.319;0.373;15.9;0.020;48.811;0.006;27011718.750;NaN;NaN;0.3;3.130;NaN;
179.9540;67.7;46.0;38.3;18.82;-0.206;-0.427;15.9;-0.032;48.832;-0.002;27011718.750;NaN;NaN;-0.1;3.131;NaN;
180.0040;67.4;46.0;38.1;17.64;0.347;0.017;15.6;0.266;48.811;0.015;27011718.750;NaN;NaN;0.7;3.131;NaN;
180.0540;68.3;46.0;38.1;17.68;0.480;-0.014;15.4;0.374;48.832;0.001;27011718.750;NaN;NaN;0.1;3.131;NaN;
180.1040;68.7;46.0;38.2;19.07;-0.104;-0.387;16.2;-0.252;48.811;-0.005;27011718.750;NaN;NaN;-0.2;3.132;NaN;
180.1540;68.6;46.0;38.2;18.89;-0.217;-0.290;16.1;-0.158;48.832;-0.014;27011718.750;NaN;NaN;-0.7;3.132;NaN;
180.2041;67.7;46.0;38.2;18.39;0.037;-0.060;16.1;-0.109;48.811;-0.005;27011718.750;NaN;NaN;-0.3;3.132;NaN;
180.2541;66.9;46.0;38.2;18.81;-0.011;-0.221;16.1;-0.135;48.832;-0.000;27011718.750;NaN;NaN;-0.0;3.132;NaN;
180.3041;68.3;46.0;38.2;17.44;0.077;0.271;15.8;0.159;48.854;0.011;27011718.750;NaN;NaN;0.5;3.132;NaN;
180.3541;68.8;46.0;38.2;17.60;-0.228;0.299;16.0;-0.023;48.811;-0.001;27011718.750;NaN;NaN;-0.0;3.133;NaN;
180.4041;69.1;46.0;38.1;17.87;0.073;0.025;15.7;0.138;48.832;-0.007;27011718.750;NaN;NaN;-0.4;3.133;NaN;
180.4541;67.7;46.0;38.1;17.86;-0.112;0.202;16.0;-0.077;48.832;-0.009;27011718.750;NaN;NaN;-0.4;3.133;NaN;
180.5041;67.3;46.0;38.0;18.37;0.214;0.028;16.0;-0.096;48.832;-0.002;27011718.750;NaN;NaN;-0.1;3.134;NaN;
180.5541;67.2;46.0;38.0;19.46;0.261;8.989;15.6;0.388;48.702;1.516;27011718.750;NaN;NaN;73.8;3.134;NaN;
180.6042;68.2;46.0;37.9;19.73;0.073;17.322;16.3;0.864;48.571;2.975;27011718.750;NaN;NaN;144.5;3.134;NaN;
180.6542;68.5;46.0;37.9;20.42;0.057;30.848;16.3;2.039;48.353;5.538;27011718.750;NaN;NaN;267.8;3.134;NaN;
180.7042;67.3;46.0;37.8;20.71;0.154;35.202;16.1;3.380;48.288;6.319;27011718.750;NaN;NaN;305.1;3.134;NaN;
180.7542;67.6;46.0;37.8;20.60;0.488;39.283;16.3;4.316;48.179;7.174;27011718.750;NaN;NaN;345.6;3.135;NaN;
180.8042;68.2;46.0;38.0;21.83;-0.511;41.805;17.1;4.512;48.135;7.885;27011718.750;NaN;NaN;379.6;3.135;NaN;
180.8543;67.6;46.0;38.0;22.38;-0.364;43.161;17.6;4.693;48.113;8.354;27011718.750;NaN;NaN;401.9;3.135;NaN;
180.9043;67.6;46.0;38.0;21.85;-0.554;42.058;17.3;5.320;48.135;8.018;27011718.750;NaN;NaN;385.9;3.135;NaN;
180.9543;68.6;46.0;38.0;22.26;-0.740;34.795;17.8;4.895;48.222;6.732;27011718.750;NaN;NaN;324.6;3.135;NaN;
181.0043;67.6;46.0;37.9;21.11;-0.399;16.908;17.2;4.164;48.527;3.076;27011718.750;NaN;NaN;149.3;3.136;NaN;
181.0543;67.6;46.0;37.9;21.46;-0.700;24.912;17.4;3.456;48.396;4.645;27011718.750;NaN;NaN;224.8;3.136;NaN;
181.1043;68.6;46.0;38.1;21.85;-0.020;27.076;17.5;3.398;48.353;5.162;27011718.750;NaN;NaN;249.6;3.136;NaN;
181.1543;67.6;46.0;38.1;21.89;0.541;29.359;17.1;4.000;48.331;5.529;27011718.750;NaN;NaN;267.2;3.137;NaN;
181.2044;67.8;45.9;38.0;21.44;0.179;19.733;16.7;4.136;48.484;3.601;27011718.750;NaN;NaN;174.6;3.137;NaN;
181.2544;68.1;45.9;38.0;22.31;-0.031;19.458;17.4;3.155;48.484;3.698;27011718.750;NaN;NaN;179.3;3.137;NaN;
181.3044;67.3;45.9;37.9;19.69;0.161;0.175;17.0;2.607;48.789;0.047;27011718.750;NaN;NaN;2.3;3.137;NaN;
181.3544;67.9;45.9;37.9;20.59;0.292;-0.202;17.4;1.198;48.811;0.028;27011718.750;NaN;NaN;1.4;3.137;NaN;
181.4044;67.3;45.9;38.0;19.66;-0.347;-0.077;17.2;0.766;48.811;0.019;27011718.750;NaN;NaN;0.9;3.138;NaN;
181.4544;68.1;45.9;38.0;19.61;-0.176;0.109;17.3;0.392;48.811;-0.004;27011718.750;NaN;NaN;-0.2;3.138;NaN;
181.5044;68.6;45.9;38.0;19.20;0.388;0.403;17.6;0.037;48.811;0.004;27011718.750;NaN;NaN;0.2;3.138;NaN;
181.5545;67.7;45.9;38.0;19.20;-0.390;0.205;17.1;0.275;48.832;-0.001;27011718.750;NaN;NaN;-0.1;3.138;NaN;
181.6045;68.3;45.9;38.1;19.44;0.289;0.332;17.4;0.085;48.832;-0.003;27011718.750;NaN;NaN;-0.1;3.138;NaN;
181.6545;68.5;45.9;38.1;19.48;0.479;0.103;17.4;0.043;48.811;0.007;27011718.750;NaN;NaN;0.4;3.139;NaN;
181.7045;67.7;45.8;38.1;19.65;-0.180;0.095;17.3;0.090;48.832;-0.007;27011718.750;NaN;NaN;-0.4;3.139;NaN;
181.7545;68.6;45.8;38.1;19.98;-0.098;0.119;17.8;-0.229;48.832;-0.003;27011718.750;NaN;NaN;-0.2;3.140;NaN;
181.8045;67.3;45.8;38.0;20.06;0.302;-0.044;17.5;0.033;48.832;-0.009;27011718.750;NaN;NaN;-0.5;3.140;NaN;
181.8545;67.9;45.8;38.0;20.24;-0.323;0.205;18.1;-0.392;48.832;0.004;27011718.750;NaN;NaN;0.2;3.140;NaN;
181.9046;68.1;45.8;38.1;19.16;-0.456;0.459;17.6;0.013;48.832;-0.002;27011718.750;NaN;NaN;-0.1;3.140;NaN;
181.9546;67.7;45.8;38.1;20.13;0.205;-0.121;17.3;0.164;48.832;0.001;27011718.750;NaN;NaN;0.0;3.140;NaN;
182.0046;68.6;45.8;38.1;19.88;-0.006;0.152;17.7;-0.121;48.832;-0.007;27011718.750;NaN;NaN;-0.3;3.141;NaN;
182.0546;67.7;45.8;38.1;21.00;-0.231;-0.609;17.6;-0.005;48.832;0.009;27011718.750;NaN;NaN;0.4;3.141;NaN;
182.1046;68.7;45.8;38.2;20.07;0.034;0.069;17.9;-0.233;48.832;0.007;27011718.750;NaN;NaN;0.4;3.141;NaN;
182.1546;67.7;45.8;38.2;19.54;-0.241;0.141;17.4;0.201;48.832;-0.005;27011718.750;NaN;NaN;-0.2;3.141;NaN;
182.2047;70.5;45.8;38.2;13.93;0.349;-65.693;16.8;-1.435;49.617;-8.100;27011718.750;NaN;NaN;-401.9;3.141;NaN;
182.2547;71.3;45.8;38.2;16.45;-0.197;-95.908;17.0;-6.093;50.009;-13.280;27011718.750;NaN;NaN;-664.1;3.142;NaN;
182.3047;70.3;45.8;38.2;11.52;1.417;-103.716;14.5;-8.330;50.096;-11.677;27011718.750;NaN;NaN;-585.0;3.142;NaN;
182.3547;67.7;45.8;38.2;18.73;-0.268;-7.353;18.0;-12.329;49.094;-1.369;27011718.750;NaN;NaN;-67.2;3.142;NaN;
182.4047;68.7;45.8;38.1;19.45;-0.208;-0.313;17.1;-6.574;48.876;-0.056;27011718.750;NaN;NaN;-2.7;3.143;NaN;
182.4547;69.0;45.8;38.1;19.01;-0.475;-0.071;17.2;-3.652;48.876;-0.029;27011718.750;NaN;NaN;-1.4;3.143;NaN;
182.5047;68.1;45.7;38.2;19.61;-0.552;-0.038;17.4;-2.066;48.876;-0.035;27011718.750;NaN;NaN;-1.7;3.143;NaN;
182.5548;68.6;45.7;38.2;19.42;-0.070;-0.041;17.3;-1.063;48.876;-0.014;27011718.750;NaN;NaN;-0.7;3.143;NaN;
182.6048;67.3;45.7;38.1;19.10;0.024;0.078;17.0;-0.333;48.854;-0.010;27011718.750;NaN;NaN;-0.5;3.143;NaN;
182.6548;68.3;45.7;38.1;19.45;0.010;0.200;17.2;-0.315;48.854;-0.011;27011718.750;NaN;NaN;-0.5;3.144;NaN;
182.7048;68.2;45.7;38.1;20.11;0.549;-0.112;17.5;-0.330;48.854;-0.000;27011718.750;NaN;NaN;-0.0;3.144;NaN;
182.7548;67.7;45.7;38.1;20.21;-0.085;-0.367;17.3;-0.096;48.854;0.009;27011718.750;NaN;NaN;0.5;3.144;NaN;
182.8048;69.1;45.8;38.1;19.68;0.172;0.108;17.6;-0.261;48.854;-0.001;27011718.750;NaN;NaN;-0.0;3.144;NaN;
182.8548;67.7;45.8;38.1;20.43;-0.325;-0.297;17.6;-0.211;48.854;-0.005;27011718.750;NaN;NaN;-0.3;3.144;NaN;
182.9049;67.7;45.8;38.1;19.52;-0.066;0.026;17.1;0.179;48.854;0.004;27011718.750;NaN;NaN;0.2;3.145;NaN;
182.9549;68.6;45.8;38.1;19.44;0.386;0.093;17.2;0.106;48.854;-0.012;27011718.750;NaN;NaN;-0.6;3.145;NaN;
183.0049;67.3;45.7;38.1;20.00;0.220;0.028;17.6;-0.179;48.854;-0.000;27011718.750;NaN;NaN;-0.0;3.145;NaN;
183.0549;68.8;45.7;38.1;19.65;0.431;0.087;17.5;-0.052;48.854;0.011;27011718.750;NaN;NaN;0.5;3.146;NaN;
183.1049;68.1;45.7;38.1;19.90;-0.020;0.079;17.7;-0.144;48.854;-0.002;27011718.750;NaN;NaN;-0.1;3.146;NaN;
183.1549;68.3;45.7;38.1;20.58;0.103;-0.480;17.2;0.217;48.854;-0.004;27011718.750;NaN;NaN;-0.2;3.146;NaN;
183.2049;68.6;45.7;38.1;19.75;-0.132;0.174;17.7;-0.117;48.854;0.002;27011718.750;NaN;NaN;0.1;3.146;NaN;
183.2550;67.7;45.7;38.1;19.86;-0.339;-0.010;17.6;-0.082;48.876;0.011;27011718.750;NaN;NaN;0.5;3.146;NaN;
183.3050;68.6;45.7;38.1;20.06;0.200;0.000;17.7;-0.060;48.832;0.004;27011718.750;NaN;NaN;0.2;3.147;NaN;
183.3550;67.7;45.7;38.1;20.32;-0.108;0.070;18.0;-0.189;48.854;-0.002;27011718.750;NaN;NaN;-0.1;3.147;NaN;
183.4050;69.1;45.8;38.1;20.28;0.173;0.107;18.1;-0.208;48.854;-0.000;27011718.750;NaN;NaN;-0.0;3.147;NaN;
183.4550;67.7;45.8;38.1;21.33;0.223;-0.444;18.2;-0.235;48.832;-0.008;27011718.750;NaN;NaN;-0.4;3.147;NaN;
183.5050;68.3;45.8;38.0;20.25;-0.177;0.143;17.9;-0.072;48.876;0.006;27011718.750;NaN;NaN;0.3;3.147;NaN;
183.5551;67.7;45.8;38.0;21.07;-0.182;-0.310;18.1;-0.172;48.876;-0.000;27011718.750;NaN;NaN;-0.0;3.148;NaN;
183.6051;70.5;45.7;38.1;18.37;-0.052;-12.388;18.5;-0.665;49.028;-1.906;27011718.750;NaN;NaN;-93.5;3.148;NaN;
183.6551;70.9;45.7;38.1;16.96;1.459;-35.959;16.6;-1.033;49.355;-5.248;27011718.750;NaN;NaN;-259.0;3.149;NaN;
183.7051;70.1;45.7;38.0;13.41;0.679;-76.154;15.8;-3.600;49.878;-9.331;27011718.750;NaN;NaN;-465.4;3.149;NaN;
183.7551;71.1;45.7;38.0;15.59;0.543;-102.484;15.3;-7.598;50.249;-13.969;27011718.750;NaN;NaN;-701.9;3.149;NaN;
183.8051;71.3;45.7;38.1;13.26;0.191;-134.059;15.0;-11.739;50.336;-14.547;27011718.750;NaN;NaN;-732.3;3.149;NaN;
183.8551;70.7;45.7;38.1;13.04;-0.121;-147.828;14.3;-15.018;50.314;-13.982;27011718.750;NaN;NaN;-703.5;3.149;NaN;
183.9052;69.8;45.7;38.1;11.94;0.588;-147.617;14.1;-17.128;50.314;-13.929;27011718.750;NaN;NaN;-700.8;3.150;NaN;
183.9552;69.8;45.7;38.1;13.48;-0.181;-149.129;15.2;-19.406;50.314;-14.902;27011718.750;NaN;NaN;-749.8;3.150;NaN;
184.0052;70.0;45.7;38.1;13.00;-0.107;-149.420;15.0;-20.166;50.292;-14.576;27011718.750;NaN;NaN;-733.1;3.150;NaN;
184.0552;70.1;45.7;38.1;9.97;1.166;-149.445;12.8;-19.251;50.227;-12.360;27011718.750;NaN;NaN;-620.8;3.150;NaN;
184.1052;69.8;45.7;38.5;15.34;-0.790;-32.231;15.6;-17.107;49.399;-4.141;27011718.750;NaN;NaN;-204.6;3.150;NaN;
184.1552;67.7;45.7;38.5;17.81;-0.224;-0.451;15.9;-9.827;48.963;-0.074;27011718.750;NaN;NaN;-3.6;3.150;NaN;
184.2053;67.7;45.7;38.4;17.88;0.095;-0.203;15.9;-5.422;48.941;-0.047;27011718.750;NaN;NaN;-2.3;3.151;NaN;
184.2553;68.7;45.7;38.4;18.24;-0.042;-0.392;16.0;-3.068;48.941;-0.022;27011718.750;NaN;NaN;-1.1;3.151;NaN;
184.3053;69.0;45.7;38.5;18.18;0.706;-0.330;15.8;-1.570;48.941;-0.021;27011718.750;NaN;NaN;-1.0;3.151;NaN;
184.3553;68.1;45.7;38.5;18.43;0.263;-0.418;15.8;-0.925;48.919;-0.010;27011718.750;NaN;NaN;-0.5;3.152;NaN;
184.4053;70.0;45.7;38.3;13.72;-0.321;-48.751;15.6;-2.061;49.486;-6.344;27011718.750;NaN;NaN;-313.9;3.152;NaN;
184.4553;69.9;45.7;38.3;13.25;0.111;-63.264;15.1;-4.862;49.639;-7.468;27011718.750;NaN;NaN;-370.7;3.152;NaN;
184.5053;69.5;45.6;38.2;12.55;0.016;-72.663;14.4;-6.634;49.704;-7.937;27011718.750;NaN;NaN;-394.5;3.152;NaN;
184.5553;70.3;45.6;38.2;13.77;-0.607;-116.666;14.1;-9.875;49.987;-11.422;27011718.750;NaN;NaN;-570.9;3.152;NaN;
184.6054;70.8;45.6;38.0;11.78;0.200;-122.800;11.8;-11.908;50.118;-11.558;27011718.750;NaN;NaN;-579.2;3.152;NaN;
184.6554;70.7;45.6;38.0;11.70;0.019;-147.479;14.1;-16.821;50.205;-12.794;27011718.750;NaN;NaN;-642.3;3.153;NaN;
184.7054;70.4;45.6;38.0;10.36;-0.320;-148.813;13.2;-18.399;50.140;-10.969;27011718.750;NaN;NaN;-550.0;3.153;NaN;
184.7554;69.8;45.6;38.0;9.64;0.135;-148.663;11.7;-18.672;50.140;-10.749;27011718.750;NaN;NaN;-539.0;3.153;NaN;
184.8054;69.8;45.7;38.0;10.11;1.028;-90.634;11.8;-17.605;49.813;-7.984;27011718.750;NaN;NaN;-397.7;3.153;NaN;
184.8554;69.0;45.7;38.0;14.46;0.367;-1.019;13.8;-12.652;49.007;-0.153;27011718.750;NaN;NaN;-7.5;3.153;NaN;
184.9055;68.6;45.7;38.0;15.82;-0.025;-0.524;13.9;-7.098;48.963;-0.045;27011718.750;NaN;NaN;-2.2;3.153;NaN;
184.9555;68.7;45.7;38.0;16.56;-0.064;-0.490;14.3;-4.227;48.963;-0.043;27011718.750;NaN;NaN;-2.1;3.153;NaN;
185.0055;68.7;45.7;38.0;16.36;-0.333;-0.553;13.8;-2.150;48.963;-0.017;27011718.750;NaN;NaN;-0.8;3.154;NaN;
185.0555;68.7;45.7;38.0;15.74;0.022;-0.220;13.5;-0.998;48.941;-0.014;27011718.750;NaN;NaN;-0.7;3.154;NaN;
185.1055;67.7;45.7;38.0;14.99;-0.399;0.264;13.6;-0.528;48.941;-0.008;27011718.750;NaN;NaN;-0.4;3.154;NaN;
185.1555;67.3;45.7;38.0;15.17;-0.251;0.128;13.5;-0.281;48.963;0.003;27011718.750;NaN;NaN;0.1;3.155;NaN;
185.2055;67.7;45.7;38.0;14.53;0.260;0.416;13.6;-0.191;48.941;0.003;27011718.750;NaN;NaN;0.2;3.155;NaN;
185.2556;67.3;45.7;38.0;15.86;0.016;-0.359;13.6;-0.108;48.941;-0.002;27011718.750;NaN;NaN;-0.1;3.155;NaN;
185.3056;68.6;45.7;38.1;16.59;-0.278;-0.438;13.9;-0.266;48.919;-0.007;27011718.750;NaN;NaN;-0.4;3.155;NaN;
185.3556;70.9;45.7;38.1;13.21;-0.511;-25.640;13.8;-0.783;49.225;-2.988;27011718.750;NaN;NaN;-147.1;3.155;NaN;
185.4056;71.1;45.7;38.1;10.21;0.029;-71.102;13.2;-3.829;49.617;-6.488;27011718.750;NaN;NaN;-321.9;3.155;NaN;
185.4556;69.9;45.7;38.1;12.20;-0.121;-86.732;12.0;-6.497;49.791;-8.594;27011718.750;NaN;NaN;-427.9;3.156;NaN;
185.5056;70.8;45.7;37.9;10.50;0.223;-104.129;11.2;-9.293;49.835;-8.998;27011718.750;NaN;NaN;-448.4;3.156;NaN;
185.5557;70.9;45.7;37.9;11.29;-0.619;-127.576;11.3;-12.616;49.987;-9.785;27011718.750;NaN;NaN;-489.1;3.156;NaN;
185.6057;69.8;45.8;37.9;8.95;0.092;-145.884;11.9;-16.050;49.944;-9.834;27011718.750;NaN;NaN;-491.1;3.156;NaN;
185.6557;69.0;45.8;37.9;13.06;-0.265;-1.518;12.8;-11.296;49.028;-0.218;27011718.750;NaN;NaN;-10.7;3.156;NaN;
185.7057;69.1;45.8;37.9;14.87;0.112;-0.467;13.1;-6.390;48.941;-0.049;27011718.750;NaN;NaN;-2.4;3.156;NaN;
185.7557;68.3;45.8;37.9;14.64;0.175;-0.306;12.8;-3.359;48.963;-0.030;27011718.750;NaN;NaN;-1.5;3.156;NaN;
185.8057;67.3;45.8;38.0;15.19;0.005;-0.383;13.0;-1.914;48.963;-0.021;27011718.750;NaN;NaN;-1.0;3.157;NaN;
185.8557;68.1;45.8;38.0;14.41;0.297;0.068;13.0;-1.083;48.941;-0.012;27011718.750;NaN;NaN;-0.6;3.157;NaN;
185.9057;69.0;45.8;38.1;14.82;0.419;-0.303;12.8;-0.454;48.941;-0.007;27011718.750;NaN;NaN;-0.3;3.157;NaN;
185.9558;68.3;45.8;38.1;15.36;-0.073;-0.340;13.0;-0.400;48.941;-0.002;27011718.750;NaN;NaN;-0.1;3.157;NaN;
186.0058;67.7;45.8;38.2;14.42;-0.652;0.021;12.6;0.001;48.941;-0.004;27011718.750;NaN;NaN;-0.2;3.158;NaN;
