pm.lu_iD@A;pm.lu_iQ@A;pm.flux_H;pm.lu_wS_rpm@rpm;pm.flux_lpf_E;pm.watt_lpf_wP@W;pm.const_lpf_U@V;ap.temp_PCB@C;
-0.108;-18.264;14;302.95;5.24E-4;-167.3;48.040;47.9;
0.017;-18.361;14;311.29;4.73E-4;-170.9;48.064;47.9;
-0.036;-18.271;14;310.97;4.68E-4;-172.3;48.110;48.0;
-0.188;-18.548;14;323.29;3.86E-4;-166.0;48.058;48.0;
0.170;-18.186;14;312.90;4.07E-4;-172.1;48.174;48.0;
0.121;-18.878;14;310.81;3.29E-4;-151.1;47.955;48.0;
0.023;-18.314;14;288.47;4.15E-4;-148.4;47.904;48.1;
-0.228;-18.626;14;299.64;5.18E-4;-137.5;47.800;48.1;
0.039;-18.367;14;299.28;4.73E-4;-155.1;47.916;48.0;
-0.088;-18.297;14;285.78;3.55E-4;-139.4;47.834;48.0;
-0.095;-18.418;14;295.31;4.70E-4;-143.7;47.898;48.1;
0.017;-18.496;14;287.79;3.95E-4;-135.8;47.764;48.1;
-0.069;-18.681;14;275.37;3.98E-4;-123.8;47.647;48.0;
-0.243;-18.974;14;284.99;3.77E-4;-119.6;47.642;48.0;
-0.122;-18.253;13;263.27;4.96E-4;-122.7;47.613;48.1;
0.030;-18.560;14;275.52;4.10E-4;-120.3;47.634;48.1;
0.300;-18.443;14;259.01;4.87E-4;-119.4;47.472;48.1;
-0.066;-18.813;14;268.81;5.46E-4;-113.4;47.552;48.1;
0.159;-18.482;13;249.43;4.11E-4;-101.5;47.352;48.2;
-0.172;-18.822;14;272.10;3.55E-4;-108.2;47.500;48.2;
0.308;-18.635;13;256.18;5.88E-4;-113.9;47.450;48.2;
-0.007;-18.281;13;244.58;3.67E-4;-97.5;47.296;48.2;
0.278;-18.606;13;250.65;4.86E-4;-102.8;47.410;48.2;
0.325;-18.434;13;250.21;4.81E-4;-99.6;47.381;48.2;
0.181;-18.199;13;240.68;3.61E-4;-99.0;47.341;48.3;
-0.014;-18.516;13;238.67;4.70E-4;-90.1;47.241;48.3;
-0.085;-18.265;13;220.34;3.86E-4;-79.0;47.110;48.3;
0.128;-18.579;13;226.79;3.98E-4;-74.7;47.076;48.3;
0.077;-18.614;13;212.77;3.80E-4;-63.5;46.879;48.4;
0.309;-18.164;13;208.70;3.46E-4;-69.8;46.954;48.4;
-0.044;-18.523;13;205.23;4.10E-4;-61.8;46.878;48.2;
0.162;-18.512;13;188.73;3.45E-4;-44.3;46.649;48.2;
-0.147;-18.584;13;193.22;4.02E-4;-45.7;46.703;48.3;
0.049;-18.758;13;190.79;3.51E-4;-40.8;46.603;48.3;
-0.036;-18.531;13;183.57;4.33E-4;-42.4;46.653;48.3;
-0.036;-18.732;13;194.94;3.68E-4;-50.0;46.683;48.3;
-0.034;-18.286;13;195.98;3.72E-4;-54.2;46.787;48.3;
-0.112;-18.843;13;206.77;2.48E-4;-53.3;46.771;48.3;
-0.061;-18.754;13;195.58;3.97E-4;-44.2;46.673;48.4;
0.147;-18.688;13;194.25;2.77E-4;-38.9;46.639;48.4;
0.019;-18.714;13;192.39;4.42E-4;-37.4;46.574;48.4;
0.352;-18.425;13;184.22;2.82E-4;-36.4;46.603;48.4;
0.022;-18.625;13;175.91;2.81E-4;-26.6;46.448;48.4;
0.233;-18.480;13;165.83;2.78E-4;-23.4;46.380;48.4;
0.128;-18.698;13;164.19;3.86E-4;-17.8;46.291;48.5;
-0.009;-18.619;13;149.58;5.22E-4;-6.5;46.128;48.5;
-0.004;-18.689;13;153.15;2.70E-4;-4.2;46.147;48.5;
0.032;-18.666;13;136.36;8.67E-4;16.1;45.923;48.5;
-0.199;-18.239;13;125.32;1.94E-3;20.4;45.832;48.5;
-0.116;-18.861;13;128.30;7.51E-4;28.2;45.714;48.5;
0.175;-18.543;12;108.14;1.64E-3;36.5;45.596;48.4;
-0.038;-18.777;12;100.72;1.31E-3;48.1;45.481;48.4;
-0.003;-18.677;13;104.09;1.92E-3;44.6;45.473;48.6;
0.031;-18.523;12;90.05;1.21E-3;54.1;45.367;48.6;
-0.077;-18.717;12;97.19;6.34E-4;52.3;45.382;48.6;
0.175;-18.847;11;84.80;3.08E-3;62.5;45.287;48.6;
0.089;-18.454;11;86.25;1.52E-3;58.2;45.336;48.6;
-0.223;-18.694;13;106.61;2.67E-3;49.2;45.450;48.6;
0.119;-18.563;12;94.60;1.41E-3;51.7;45.355;48.7;
-0.180;-18.939;12;95.21;1.26E-3;57.5;45.330;48.7;
0.062;-17.898;10;18.07;3.99E-3;120.7;44.533;48.6;
-0.045;-16.487;12;28.55;2.46E-3;93.1;44.806;48.6;
-0.244;-16.288;11;33.18;8.13E-3;85.7;44.972;48.7;
0.209;-9.889;12;6.85;6.87E-3;15.7;45.705;48.7;
-0.091;-7.178;8;-7.24;5.88E-3;11.1;45.883;48.8;
-0.108;-2.555;11;-15.91;3.90E-4;2.2;45.992;48.8;
-0.114;-6.756;12;6.09;1.94E-3;23.3;45.820;48.7;
0.049;-2.354;12;-5.59;8.52E-4;4.4;46.021;48.7;
-0.071;-7.276;11;18.42;2.62E-3;15.7;45.896;48.8;
0.092;-0.018;13;-14.58;2.73E-3;0.0;46.078;48.8;
0.074;-8.305;11;18.45;2.18E-3;22.2;45.805;48.7;
0.114;-9.239;12;21.06;2.49E-4;34.1;45.676;48.7;
0.070;-0.116;12;-23.82;1.36E-4;0.0;46.064;48.8;
-0.109;-0.043;7;-13.93;3.86E-4;0.0;46.059;48.8;
0.049;-7.788;12;5.84;2.87E-4;20.5;45.833;48.8;
0.102;-1.318;12;-18.27;2.29E-4;-0.5;46.060;48.8;
-0.090;0.027;12;-14.82;2.21E-4;0.0;46.068;48.8;
-0.050;-9.121;12;8.31;9.67E-4;29.8;45.715;48.8;
0.197;0.084;11;-10.91;2.19E-4;0.0;46.079;48.9;
-0.157;-1.560;11;-3.34;6.87E-4;-0.1;46.064;48.9;
-0.379;-0.612;12;0.22;1.54E-4;0.2;46.082;48.9;
0.027;-1.931;13;9.25;1.00E-4;0.5;46.094;48.9;
-0.052;-0.670;13;5.14;1.89E-4;0.3;46.071;48.9;
-0.321;-1.613;16;5.04;1.74E-4;0.1;46.080;48.9;
-0.019;0.229;5;0.00;1.17E-4;0.0;46.100;49.0;
-0.143;0.135;11;0.00;5.96E-5;0.0;46.098;49.0;
-0.173;0.313;4;0.00;6.82E-5;0.0;46.079;48.9;
-0.022;-0.359;10;0.00;8.54E-5;0.0;46.112;48.9;
0.002;-0.144;7;0.00;1.80E-4;0.0;46.112;48.9;
-0.112;-0.152;19;0.00;6.98E-5;0.0;46.098;48.9;
-0.070;-0.186;14;-13.19;4.77E-5;0.1;46.107;48.9;
-0.002;3.181;11;-15.87;5.15E-5;1.6;46.077;48.9;
0.086;-0.050;12;0.00;9.81E-5;0.0;46.106;49.0;
-0.167;-0.024;15;0.00;7.74E-5;0.0;46.093;49.0;
0.106;0.038;15;0.00;4.75E-5;0.0;46.118;49.0;
0.111;-0.048;15;0.00;3.49E-5;0.0;46.096;49.0;
0.050;-0.074;16;0.00;2.85E-5;0.0;46.134;49.0;
0.089;0.102;1;0.00;9.08E-5;0.0;46.134;49.0;
-0.056;0.005;8;0.00;6.02E-5;0.0;46.111;49.0;
0.106;-0.157;7;0.00;9.26E-5;0.0;46.121;49.0;
-0.025;0.115;7;0.00;1.32E-4;0.0;46.111;49.0;
0.050;-0.074;7;0.00;1.49E-4;0.0;46.116;49.0;
0.153;-0.110;2;0.00;7.31E-5;0.0;46.108;49.0;
0.236;-0.040;0;0.00;1.12E-4;0.0;46.133;49.0;
-0.159;0.041;0;0.00;2.93E-4;0.0;46.107;49.0;
0.231;-0.148;24;0.00;6.02E-5;0.0;46.126;49.0;
0.033;-0.010;16;0.00;4.74E-5;0.0;46.115;49.0;
-0.167;-0.024;17;0.00;4.26E-5;0.0;46.133;49.0;
-0.134;0.043;24;0.00;6.03E-5;0.0;46.106;49.0;
0.083;-0.007;0;0.00;1.76E-4;0.0;46.097;49.0;
-0.111;0.088;24;0.00;1.39E-4;0.0;46.131;49.0;
-0.175;0.105;24;0.00;3.66E-5;0.0;46.121;49.0;
-0.134;0.043;24;0.00;1.48E-4;0.0;46.142;48.9;
0.022;-0.033;0;0.00;2.67E-4;0.0;46.118;48.9;
-0.217;0.167;24;0.00;1.50E-4;0.0;46.139;49.0;
-0.200;0.103;24;0.00;1.18E-4;0.0;46.124;49.0;
-0.195;0.212;24;0.00;2.28E-4;0.0;46.141;48.9;
0.053;-0.117;24;0.00;2.09E-4;0.0;46.122;48.9;
0.150;-0.067;24;0.00;1.86E-4;0.0;46.148;49.1;
-0.189;-0.069;0;0.00;2.61E-4;0.0;46.115;49.1;
0.170;0.021;0;0.00;2.59E-4;0.0;46.151;49.0;
0.089;0.102;0;0.00;7.48E-5;0.0;46.127;49.0;
-0.073;0.264;0;0.00;7.77E-5;0.0;46.142;48.9;
0.103;-0.114;1;0.00;7.88E-5;0.0;46.115;48.9;
0.014;0.096;5;0.00;6.90E-5;0.0;46.138;48.9;
-0.284;0.227;7;0.00;8.41E-5;0.0;46.139;48.9;
-0.070;0.026;7;0.00;7.05E-5;0.0;46.152;48.8;
0.078;-0.115;7;0.00;6.03E-5;0.0;46.118;48.8;
-0.022;-0.122;7;0.00;1.44E-4;0.0;46.148;48.9;
-0.103;-0.041;7;0.00;3.79E-4;0.0;46.123;48.9;
0.197;-0.021;8;0.00;1.12E-3;0.0;46.124;48.8;
-0.172;-0.133;8;0.00;6.61E-4;0.0;46.147;48.8;
-0.061;-0.103;8;0.00;7.46E-5;0.0;46.142;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.192;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.179;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.194;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.181;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.205;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.177;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.212;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.213;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.182;48.8;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.195;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.182;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.209;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.185;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.207;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.187;48.7;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.183;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.212;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.209;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.210;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.187;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.209;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.189;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.212;48.6;
0.122;-0.026;8;0.00;7.00E-5;0.0;46.189;48.6;
0.045;0.865;24;159.96;8.26E-2;9.0;46.034;48.6;
-0.123;16.890;9;173.54;4.77E-4;278.6;42.289;48.6;
-0.264;20.174;8;193.28;4.50E-4;375.7;40.614;48.6;
0.168;19.975;8;197.20;3.55E-4;376.3;40.557;48.5;
0.101;19.733;7;201.95;4.88E-4;376.8;40.534;48.5;
0.069;20.149;8;167.50;3.03E-4;353.7;40.883;48.5;
-0.249;20.181;8;176.95;2.49E-4;360.0;40.825;48.5;
0.322;19.891;8;191.75;5.59E-4;367.8;40.627;48.5;
0.174;20.055;8;206.87;4.85E-4;392.2;40.264;48.5;
-0.157;20.261;7;223.18;3.77E-4;412.8;39.884;48.5;
-0.045;20.235;7;225.72;4.00E-4;421.6;39.710;48.5;
-0.116;19.896;7;228.34;3.96E-4;411.2;39.874;48.4;
0.141;19.935;7;233.03;3.20E-4;409.0;39.934;48.4;
-0.090;19.872;7;230.28;3.75E-4;406.1;39.936;48.4;
-0.117;20.064;7;219.83;3.40E-4;403.5;39.925;48.4;
-0.226;20.079;7;216.49;4.70E-4;399.3;40.003;48.5;
-0.205;19.708;7;224.64;4.68E-4;389.3;40.198;48.5;
0.186;19.727;7;217.68;4.71E-4;391.8;40.085;48.4;
0.116;19.895;7;224.99;4.44E-4;399.9;39.917;48.4;
-0.531;20.257;7;242.00;3.64E-4;426.6;39.457;48.3;
-0.094;20.173;7;246.38;4.31E-4;440.2;39.253;48.3;
0.073;19.967;7;241.91;3.66E-4;432.3;39.357;48.3;
-0.031;20.160;7;233.11;4.62E-4;430.3;39.449;48.3;
-0.029;19.897;7;245.93;3.38E-4;423.0;39.454;48.3;
0.027;20.122;7;234.20;3.73E-4;425.0;39.541;48.3;
-0.082;20.030;7;245.66;4.25E-4;433.3;39.361;48.3;
0.001;19.971;7;254.65;3.63E-4;434.9;39.225;48.3;
0.106;20.006;7;245.88;5.02E-4;440.9;39.171;48.3;
0.397;19.920;7;249.97;3.42E-4;438.1;39.279;48.3;
-0.332;20.030;7;259.84;3.05E-4;444.3;39.001;48.3;
0.091;19.725;7;265.08;2.83E-4;450.6;39.110;48.3;
0.038;20.147;7;260.82;4.77E-4;457.4;38.793;48.2;
-0.015;19.951;7;271.52;3.44E-4;455.7;38.763;48.2;
-0.521;19.940;7;281.93;5.81E-4;454.3;38.864;48.3;
0.128;19.907;7;268.23;3.97E-4;461.1;38.798;48.3;
-0.090;20.096;7;273.12;3.02E-4;462.8;38.767;48.3;
0.306;19.818;7;270.72;5.57E-4;461.5;38.679;48.3;
-0.205;20.003;7;281.98;3.12E-4;463.1;38.569;48.3;
-0.050;20.100;7;274.93;4.17E-4;467.8;38.666;48.3;
0.145;20.115;7;257.04;4.38E-4;450.4;38.908;48.3;
-0.133;19.872;7;269.94;3.56E-4;451.3;38.825;48.3;
-0.111;20.279;7;266.96;4.30E-4;468.3;38.552;48.2;
0.165;19.724;7;285.38;3.79E-4;463.0;38.524;48.2;
-0.137;20.110;6;278.04;5.15E-4;467.1;38.486;48.3;
0.069;20.039;7;275.56;3.00E-4;468.7;38.469;48.3;
0.079;20.035;6;287.16;5.18E-4;471.3;38.365;48.3;
-0.062;20.236;7;284.98;3.95E-4;483.4;38.156;48.3;
0.314;20.049;7;282.26;5.23E-4;474.6;38.300;48.3;
0.046;20.081;7;281.66;3.15E-4;477.7;38.421;48.3;
-0.000;20.053;7;292.13;4.89E-4;487.9;38.164;48.2;
0.200;19.811;6;300.23;5.19E-4;487.7;38.001;48.2;
0.391;19.955;6;305.08;3.91E-4;496.7;37.995;48.2;
-0.012;20.189;7;276.20;3.98E-4;479.8;38.191;48.2;
0.153;20.170;7;281.67;5.02E-4;484.5;38.177;48.3;
-0.329;20.148;6;301.10;5.87E-4;489.8;38.069;48.3;
-0.105;20.049;7;291.90;3.14E-4;488.9;38.012;48.3;
0.020;20.014;7;292.60;4.41E-4;490.6;38.030;48.3;
-0.515;20.284;6;309.14;4.36E-4;504.5;37.633;48.3;
0.082;19.818;6;322.09;5.46E-4;494.1;37.886;48.3;
0.070;19.987;7;313.41;3.78E-4;501.3;37.809;48.3;
0.273;19.961;6;295.21;4.58E-4;499.2;37.780;48.3;
0.310;19.788;6;306.98;4.82E-4;497.8;37.795;48.2;
0.204;19.953;7;295.84;4.81E-4;490.0;37.958;48.2;
-0.350;20.240;6;308.19;3.84E-4;499.6;37.643;48.3;
-0.250;19.873;6;318.54;4.01E-4;493.6;37.805;48.3;
-0.390;20.219;7;305.81;4.23E-4;500.2;37.764;48.3;
-0.025;19.996;6;311.29;4.76E-4;504.8;37.577;48.3;
-0.164;20.088;6;326.24;4.17E-4;516.4;37.409;48.3;
0.080;19.900;6;309.65;3.43E-4;504.3;37.724;48.3;
-0.345;20.077;6;314.20;3.84E-4;505.0;37.634;48.3;
-0.095;19.755;6;322.36;4.36E-4;505.2;37.565;48.3;
-0.213;20.086;6;317.49;4.35E-4;507.3;37.551;48.3;
-0.237;20.041;6;323.79;4.67E-4;515.6;37.407;48.3;
0.453;19.882;6;325.79;3.78E-4;512.0;37.482;48.3;
-0.250;19.816;6;340.95;4.04E-4;515.7;37.271;48.3;
-0.095;19.883;6;316.34;4.50E-4;498.2;37.641;48.4;
0.053;19.966;7;304.59;4.44E-4;491.5;37.821;48.4;
-0.407;19.836;7;307.50;4.06E-4;493.1;37.824;48.4;
-0.263;19.984;6;312.40;3.86E-4;496.7;37.530;48.4;
0.305;20.030;6;311.69;4.54E-4;508.5;37.428;48.4;
0.303;20.311;7;270.32;3.39E-4;474.5;38.240;48.4;
-0.086;20.067;6;325.27;4.59E-4;519.4;37.157;48.4;
0.102;20.151;6;310.53;4.05E-4;515.8;37.280;48.4;
-0.318;20.041;6;321.84;3.74E-4;511.0;37.249;48.4;
0.037;19.872;6;330.90;4.18E-4;514.8;37.189;48.4;
-0.182;19.828;6;328.98;4.26E-4;513.3;37.196;48.5;
-0.374;20.048;6;325.87;3.96E-4;514.8;37.160;48.5;
-0.208;19.770;6;328.00;3.36E-4;510.6;37.206;48.5;
-0.067;19.965;6;325.37;3.88E-4;510.8;37.205;48.5;
-0.081;19.870;6;336.08;4.31E-4;522.0;36.987;48.5;
0.225;20.106;6;319.57;4.69E-4;519.3;37.135;48.5;
0.160;19.771;6;336.93;4.20E-4;523.0;37.125;48.5;
-0.277;20.008;6;345.36;3.92E-4;534.2;36.659;48.5;
0.195;19.726;6;347.66;3.55E-4;534.0;36.738;48.5;
0.040;20.063;6;351.78;4.31E-4;544.1;36.633;48.5;
0.361;19.549;6;356.09;4.05E-4;542.2;36.474;48.6;
0.140;19.904;6;357.10;5.13E-4;544.3;36.439;48.6;
0.183;19.984;5;362.30;5.06E-4;557.0;36.380;48.6;
-0.046;20.269;6;336.78;3.88E-4;540.8;36.654;48.6;
0.284;20.102;6;337.20;5.23E-4;547.1;36.536;48.6;
-0.079;20.023;5;355.12;3.98E-4;548.3;36.316;48.6;
-0.308;19.941;6;360.16;4.40E-4;541.3;36.417;48.7;
0.313;19.949;6;347.01;3.93E-4;546.6;36.624;48.7;
0.220;19.662;6;356.99;3.80E-4;544.1;36.381;48.6;
-0.474;20.206;6;351.89;5.05E-4;551.9;36.293;48.6;
0.108;20.248;5;353.30;4.84E-4;556.8;36.251;48.6;
-0.167;19.817;6;358.73;5.51E-4;536.3;36.492;48.6;
-0.112;19.745;6;351.23;4.41E-4;543.5;36.606;48.7;
0.060;19.678;6;360.72;4.17E-4;543.8;36.301;48.7;
0.304;19.920;6;342.25;4.33E-4;548.8;36.374;48.7;
-0.220;19.990;6;360.45;3.93E-4;551.7;36.124;48.7;
-0.777;19.817;5;378.86;3.86E-4;558.5;35.840;48.8;
0.538;19.860;6;350.37;4.17E-4;545.2;36.380;48.8;
0.429;19.848;6;343.34;4.54E-4;538.2;36.520;48.7;
0.244;20.008;6;348.02;4.83E-4;547.9;36.496;48.7;
0.209;19.938;6;341.76;4.18E-4;548.7;36.309;48.7;
-0.485;20.410;6;350.31;5.08E-4;557.5;36.066;48.7;
-0.145;19.861;5;367.32;4.20E-4;565.6;35.863;48.7;
0.201;20.051;6;352.36;4.66E-4;561.4;36.026;48.7;
0.058;19.967;6;358.52;3.70E-4;559.3;35.967;48.7;
-0.045;20.186;5;353.26;4.96E-4;566.7;35.910;48.7;
0.534;19.719;6;357.21;4.14E-4;552.6;36.111;48.7;
0.292;19.593;6;362.06;5.21E-4;547.6;36.105;48.7;
-0.192;20.085;6;363.92;4.67E-4;558.6;35.880;48.7;
0.282;20.358;6;344.38;4.94E-4;560.7;36.191;48.7;
0.406;19.797;6;355.71;3.84E-4;552.1;36.172;48.8;
0.053;20.101;6;352.27;4.58E-4;558.4;36.203;48.8;
0.264;20.013;6;354.83;4.31E-4;555.0;36.011;48.8;
-1.312;20.375;5;370.58;3.72E-4;583.6;35.626;48.8;
-0.679;19.726;5;377.05;3.88E-4;557.8;35.739;48.8;
-0.172;20.179;6;361.03;3.97E-4;576.8;35.703;48.8;
-0.364;20.441;5;361.05;4.27E-4;565.5;35.791;48.8;
-0.191;19.548;5;380.81;4.43E-4;553.8;35.837;48.8;
-2.539;20.195;5;380.15;3.66E-4;599.7;35.153;48.9;
0.105;19.764;5;370.66;4.69E-4;566.3;35.782;48.9;
-0.052;19.940;5;369.04;4.40E-4;559.8;35.668;48.8;
0.250;19.769;5;367.77;4.27E-4;549.8;35.710;48.8;
-2.481;19.766;5;392.13;4.57E-4;569.7;35.476;49.0;
-2.489;18.875;5;400.76;5.28E-4;564.0;35.361;49.0;
-1.313;19.930;5;381.12;5.66E-4;591.4;35.194;49.0;
-4.145;20.489;5;389.85;4.85E-4;615.7;34.863;49.0;
-2.387;19.748;5;391.38;4.36E-4;585.8;35.159;49.0;
0.179;20.038;6;361.71;4.63E-4;564.4;35.427;49.0;
-4.497;20.319;5;391.95;4.43E-4;609.3;34.879;49.1;
-3.849;20.322;5;394.44;4.30E-4;612.3;34.867;49.1;
-3.338;20.439;5;388.51;4.29E-4;603.5;34.939;49.0;
-4.738;20.109;5;399.21;4.82E-4;589.2;34.891;49.0;
-4.283;20.697;5;389.64;4.84E-4;597.7;34.835;49.1;
-4.023;20.672;5;384.33;6.23E-4;591.3;34.953;49.1;
-4.718;19.622;5;404.70;5.16E-4;605.7;34.808;49.1;
-4.965;19.090;5;416.84;6.16E-4;596.8;34.851;49.1;
-6.435;19.433;5;406.86;6.66E-4;596.0;34.808;48.8;
-3.541;17.158;5;462.58;5.44E-4;583.6;34.888;48.8;
-5.014;19.480;5;410.10;4.50E-4;595.3;34.813;49.1;
-5.498;19.323;4;417.57;7.30E-4;603.0;34.778;49.1;
-4.169;19.203;5;412.37;5.55E-4;590.8;34.886;49.0;
-5.563;18.834;4;424.79;6.65E-4;589.0;34.833;49.0;
-5.543;19.577;4;405.17;5.21E-4;590.8;34.807;49.1;
-4.011;19.394;4;409.10;5.46E-4;591.3;34.880;49.1;
-6.454;19.318;4;411.83;4.53E-4;590.1;34.823;49.2;
-5.327;18.769;4;426.23;5.43E-4;591.8;34.850;49.2;
-5.165;19.106;4;419.60;4.43E-4;591.1;34.875;49.1;
-4.672;18.732;4;429.36;6.58E-4;591.3;34.878;49.1;
-6.450;18.549;4;434.86;5.07E-4;594.8;34.815;49.2;
-4.825;17.298;4;466.44;4.72E-4;585.2;34.816;49.2;
-6.186;18.673;4;429.34;4.93E-4;592.6;34.808;49.2;
-6.287;18.426;4;437.26;5.38E-4;592.8;34.840;49.2;
-5.624;19.334;4;421.10;5.24E-4;585.8;34.801;49.3;
-4.950;18.934;4;430.55;5.49E-4;590.6;34.820;49.3;
-6.845;18.303;3;440.63;5.68E-4;584.6;34.847;49.1;
-6.569;17.982;3;449.43;5.63E-4;588.4;34.813;49.1;
-6.217;18.065;3;447.18;4.99E-4;584.4;34.820;49.2;
-3.948;18.287;4;449.71;1.01E-3;590.7;34.923;49.2;
-5.992;18.264;3;438.33;4.62E-4;580.7;34.836;49.2;
-6.698;19.448;4;417.52;9.11E-4;594.7;34.870;49.2;
-6.484;18.127;3;442.64;5.22E-4;579.4;34.837;49.2;
-5.313;17.803;3;447.61;8.74E-4;580.8;34.963;49.2;
-6.877;18.311;3;441.90;6.24E-4;580.2;34.835;49.3;
-7.284;18.600;3;434.55;7.04E-4;587.3;34.839;49.3;
-5.997;16.654;3;480.22;5.96E-4;576.8;34.889;49.3;
-6.656;17.993;3;461.10;6.31E-4;580.7;34.860;49.3;
-6.527;17.782;2;458.54;5.04E-4;578.9;34.912;49.3;
-6.862;17.510;2;463.13;5.01E-4;576.4;34.840;49.3;
-7.470;17.681;2;462.28;7.56E-4;589.2;34.863;49.4;
-6.571;18.050;3;447.13;5.19E-4;586.2;34.864;49.4;
-7.226;17.702;2;456.46;7.32E-4;577.0;34.838;49.4;
-6.633;18.441;2;448.98;5.08E-4;583.6;34.795;49.4;
-9.404;18.108;2;453.84;8.48E-4;591.9;34.861;49.4;
-6.722;17.644;2;462.06;6.03E-4;578.0;34.911;49.4;
-8.064;17.347;2;462.84;4.87E-4;582.0;34.796;49.4;
-7.559;17.512;2;467.97;5.78E-4;583.6;34.823;49.4;
-9.920;18.025;1;457.35;6.81E-4;591.8;34.850;49.4;
-7.946;18.079;1;452.49;5.18E-4;583.1;34.766;49.4;
-7.430;17.902;1;466.95;5.81E-4;579.9;34.866;49.4;
-7.931;17.364;1;472.33;6.16E-4;580.0;34.808;49.4;
-8.655;17.390;1;464.46;5.11E-4;584.3;34.822;49.5;
-7.226;17.330;1;470.09;5.69E-4;580.1;34.864;49.5;
-8.331;17.190;1;471.46;4.45E-4;578.7;34.790;49.5;
-9.128;17.093;0;474.79;5.98E-4;587.6;34.794;49.5;
-8.399;17.302;1;469.53;8.09E-4;588.9;34.834;49.4;
-8.186;17.539;0;470.52;4.84E-4;583.5;34.826;49.4;
-7.997;17.648;0;465.44;5.46E-4;584.9;34.821;49.5;
-8.815;16.686;1;481.75;6.44E-4;582.2;34.834;49.5;
-8.668;17.327;0;470.97;4.46E-4;583.4;34.787;49.5;
-8.042;17.303;0;474.64;6.05E-4;582.0;34.831;49.5;
-8.308;16.759;0;488.21;4.26E-4;575.2;34.864;49.4;
-9.217;16.829;0;491.63;6.77E-4;583.4;34.790;49.4;
-9.605;17.294;0;481.97;6.15E-4;580.5;34.818;49.5;
-10.112;16.711;0;488.21;9.68E-4;584.2;34.778;49.5;
-9.625;16.355;0;502.26;8.18E-4;572.9;34.836;49.5;
-9.315;16.428;0;503.70;6.15E-4;575.3;34.820;49.5;
-9.485;16.233;0;509.37;9.21E-4;580.0;34.817;49.6;
-9.815;16.640;0;491.44;1.07E-3;581.5;34.821;49.6;
-9.646;16.771;0;491.44;7.18E-4;576.6;34.774;49.6;
-9.186;16.830;0;492.98;6.57E-4;577.3;34.842;49.6;
-9.982;15.869;0;523.73;1.13E-3;574.6;34.828;49.6;
-10.124;14.462;0;557.00;1.84E-3;570.7;34.782;49.6;
-10.100;16.106;0;506.35;8.64E-4;574.7;34.800;49.5;
-9.531;16.525;0;503.51;9.02E-4;584.0;34.834;49.5;
-9.453;16.689;0;498.13;8.72E-4;573.9;34.807;49.6;
-9.715;16.112;0;507.46;9.89E-4;577.0;34.794;49.6;
-9.106;17.126;0;486.19;7.79E-4;585.8;34.839;49.7;
-9.328;16.257;0;499.78;5.38E-4;575.3;34.809;49.7;
-9.889;16.763;0;486.67;8.59E-4;575.1;34.817;49.7;
-8.629;16.729;0;492.29;7.03E-4;570.4;34.810;49.7;
-9.024;16.709;0;490.92;6.58E-4;576.5;34.832;49.7;
-9.646;16.487;0;500.68;1.00E-3;575.5;34.853;49.7;
-10.128;15.949;0;517.58;1.29E-3;572.9;34.823;50.7;
-9.612;16.304;0;510.70;1.32E-3;580.0;34.866;50.7;
-9.384;16.517;0;503.35;9.25E-4;579.1;34.825;49.5;
-9.565;16.187;0;505.77;6.17E-4;570.7;34.828;49.5;
-9.531;16.249;0;501.89;1.00E-3;576.4;34.828;49.8;
-9.453;16.498;0;504.69;1.10E-3;579.6;34.810;49.8;
-9.503;16.132;0;507.74;9.77E-4;567.7;34.858;49.7;
-9.704;15.801;0;520.10;7.85E-4;570.1;34.885;49.7;
-9.955;15.788;0;518.70;1.33E-3;575.3;34.807;49.7;
-10.233;16.250;0;504.12;1.02E-3;573.5;34.766;49.7;
-9.910;16.091;0;516.46;1.39E-3;576.5;34.855;49.8;
-9.726;16.156;0;513.68;1.07E-3;571.1;34.794;49.8;
